Activity ID,StartDtTm,Latitude,Longitude,Incident Brief:,Incident Involved:,Level of Investigation:,IMO Classification:,USCG Classification:,Was This a Serious Marine Incident?,Was a Marine Board Convened by Commandant?
6076781,25-Jan-17,39.7112,-75.50371667,"On January 25, 2016 at approximately 0530 EST, the foreign flagged refrigerated cargo vessel COMOROS STREAM was just arriving at the Wilmington anchorage preparing to drop anchor. The pilot ordered astern propulsion to maneuver into position before dropping anchor when the main engine failed to respond to the order. After about 7 minutes of non-response, the vessel answered with astern propulsion and the pilot dropped the anchor. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the failure of the high pressure fuel pumps to deliver sufficient fuel to the propulsion engine which led to the vessel losing main engine propulsion and maneuverability. The causal factors include: 1.) The fuel pumps had only pumped heavy fuel oil for the past 4 years and had not pumped a lower-viscosity oil such as low-sulfur marine gas oil prior to arrival at the US emissions control area. 2.) The fuel pumps were experiencing internal leakage rendering the pumps unable to deliver the fuel to the engine at proper pressure. 3.) Had the fuel pumps been able to be automatically controled and adjusted on-demand such as during a loss of output pressure, the vessel likely wouldn't have lost propulsion due to loss of fuel pump output pressure considering that the accepted temporary remedy was to manually increase fuel throughput to compensate for the internal leakage.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6079371,19-Jan-17,36.15,-75.15,"At approximately 1300 EST on January 19, 2017, the tug EXPLORER lost its starboard clutch while towing the 730' RoRo barge FORTALEZA to Pennsauken, NJ. No damage occurred to the tug beyond the starboard clutch. Two tugs in addition to the one normal tug were brought in with one of them being made fast to the EXPLORER to ensure a safe 12 hour transit up the Delaware River to Pennsauken, NJ. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the loss of maneuverability caused by the vessel losing one of its two clutches while towing a large 730' barge with an intended destination up the busy and restricted Delaware River Channel. The causal factor that contributed to this casualty was a cracked pneumatic fitting.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6081546,01-Feb-17,38.95348266,-75.24084241,"At approximately 2055 EST on February 1, 2017, the M/T MINERVA LISA was transiting inbound the Delaware Bay enroute to the Breakwater Anchorage. Upon the approach to the designated anchoring position, the pilot had the main engine at all stop. When he asked for an astern bell to slow the vessel prior to anchoring, the main engine failed to restart. Pilot was later able to slow vessel and drop anchor without further incident. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the failure of the main propulsion engine to start. The causal factors that contribulted to this casualty include: 1.) Valve alignment of the start air tanks. The vessels start air system was aligned so that both air tanks were opened supplying air to the starting system, therefore not allowing for a reserve tank when needed. 2.) Multipile start/stops of the main engine ordered by the pilot in preperation for anchoring. This depleted the air supply that is needed to start the engine.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6092010,17-Feb-17,38.71833333,-74.91833333,"At approximately 1500 EST on February 17, 2017, the Chemical Tanker MARLIN AVENTURINE lost propulsion while approaching the pilot station just off of Lewes, Delaware. MARLIN AVENTURINE was en route Philadelphia to carry out Ship To Ship operations. The MARLIN AVENTURINE lost propulsion and anchored near Breakwater Anchorage in the vicinity of the Delaware Pilots Station. No damage occurred to the vessel and the ships force was able to make repairs at anchorage. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the loss of propulsion. The causal factor that contributed to this casualty was the broken o-ring seals in the main engine high pressure hydraulic piping which actuates the main engines high pressure fuel pumps. MARLIN AVENTURINE was only 1 year old and was equipped with a new technology Tier II fuel optimized engine which uses a hydraulic-mechanical system for activation of the fuel injection. Engine lube oil is used for the hydraulic system which activates electronically controlled fuel injection. The hydraulic system is pressurized by an electrically driven hydraulic power supply unit. Piping for this system is internal to the engine and leaks can only be identified by accessing the interior of the engine.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6096417,28-Feb-17,39.8073976,-75.39840317,"At approximately 1109 EST on February 28, 2017, the M/T ALASKA was transiting inbound on the Delaware River approaching Marcus Hook Anchorage where the pilot intended on anchoring the vessel. Upon the approach, the pilot was at all stop for several minutes then asked for an astern bell to slow the vessel prior to anchoring but the vessel failed to restart. Pilot was able to slow vessel with two assist tugs and drop anchor without further incident. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the failure of the #26 starting air valve, preventing starting air from getting to the starting distributor. This was followed by a loss of propulsion. The causal factor that contributed to this casualty was the faulty condition of valve #26.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6133092,15-Apr-17,39.87909878,-75.15416639,"At approximately 1054 EST on April 15, 2017, the oil tanker DHT CATHY suffered a reduction in maneuverability due to a fractured cylinder liner jacket. The casualty occurred as the DHT CATHY was departing Marcus Hook anchorage en route Sunoco Logistics Eagle Point facility for loading cargo. The DHT CATHY had 470,083 BBLS of fuel oil aboard. The DHT CATHY arranged for tug assist, disabled the damaged No. 2 cylinder, and returned to anchorage to effect repairs. No damage occurred other than the engine casualty itself. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the mechanical failure of the No. 2 cylinder liner jacket. This was followed by the reduction in maneuverability. The causal factors that contributed to this casualty include: (1) an apparent pre-existing hairline crack in the No. 2 cylinder liner jacket and (2) the vessel's single engine configuration which forced the pilot to order tugs and return to anchorage when the main engine component failed.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6162306,30-May-17,39.48058104,-75.5640564,"On May 30, 2017, the M/V HORNCAP (IMO Number 8802014), was transiting the Delaware River en-route to the Holt Terminal. At approximately 1527, the Pilot ordered starboard 5 degree rudder, and starboard 10 degree rudder. The rudder did not respond to the commands, and slowly moved to port 10 degree rudder. At approximately 1528, the vessel had experienced a loss of primary steering. Upon recognizing the loss of steering, the Pilot ordered the emergency steering pump online. After 3-4 minutes, the Engineering Department was able to re-establish primary steering, and the vessel safely anchored in the Deep Stone anchorage. Upon further investigation, it was discovered that a plastic cam in the rudder angle feedback unit had come loose, and a limit switch in the potentiometer box was in the in-correct position. The cam was replaced with an original securing screw, and three other partially loose cams were re-tightened, and the limit switch was placed in the correct position. The vessel was attended by a surveyor from Bureau Veritas, and the repairs and operational tests of the steering gear were found to be satisfactory.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6166565,18-May-17,38.8811,-75.17405,"On May 17, 2017 at approximately 10:06 p.m., the foreign tank vessel RIDGEBURY ASTARI sustained a loss of propulsion when the high pressure fuel oil pump for the #1 cylinder failed. The engine was secured in order to prevent a catastrophic failure to the engine. The RIDGEBURY ASTARI had just raised her anchor in Big Stone Anchorage when the incident occurred, and immediately reanchored at Big Stone Anchorage. As a result of its investigation, the Coast Guard has determine that the initiating event for this casualty was the failure of the #1 cylinder fuel pump on the RIDGEBURY ASTARI. This was followed by the loss of propulsion. The causal factor that contributed to this casualty include: (1) the prescribed maintenance interval to the #1 cylinder fuel oil pump was too long.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6190606,25-Jun-17,38.76659054,-75.0105065,"At approximately 0044 EST on June 25, 2017 the Reefer Container ship DOLE COLUMBIA lost propulsion while attempting to test the main propulsion machinery prior to entering the Delaware Bay. The DOLE COLUMBIA was able to anchor and effect repairs with onboard spares while at anchorage without further incident. As a result of its investigation the Coast Guard has determined that the initiating event for this casualty was a nut backing off of the hex bolt which holds the bevel gear on to the start air distributor auxiliary drive shaft. Subsequently the loose gear wiped the teeth off of itself and the adjacent gear. This prevented the main engine from starting as start air could not be injected in the proper sequence. This was followed by the eventual loss of propulsion. The causal factors that contributed to this casualty include: (1) the failure or absence of a positive locking device (i.e. cotter pin.).","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6221448,17-Apr-17,38.79313333,-75.05828333,"On 17 April 2017, the M/V DOLE ECUADOR (8513479) was transiting on the Delaware Bay. At approximately 0942 the vessel’s main lubricating pump lost electrical power concurrently the primary lube oil pump had a bearing stuck in the pump. The loss of lube oil pressure caused the main engine to shutdown subsequently causing the vessel to lose propulsion. It was determined that the initiating cause of the loss of propulsion was a fault in the power supply cable to the main lubrication pump. Without sufficient lube oil pressure the main engine shut down causing the vessel to lose propulsion. The investigation revealed that once the power supply for the main lubricating pump was replaced no further malfunctions occurred.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6222744,15-Jun-17,39.3,-75.38333333,"At approximately 0440 EDT on June 15, 2017 the M/V ESTIA (9282778), a foreign flagged freight ship, intentionally shut down its main engine during its outbound voyage of the Delaware River. The shutdown was initiated in order to prevent high temperatures in the main engine as a result of a failure of the sea water cooling pump to provide adequate pressure. The engineering crew attempted to correct the problem but found the problem persisted when the vessel once again resumed its outbound voyage. Vessel ordered to anchor in Big Stone Anchorage of Delaware Bay in order to correct the problem prior to continuing voyage. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was a clogged sea strainer. This failure resulted in a loss of pressure alarm for the vessel’s seawater cooling line which required the vessel to intentionally lose power to avoid damaging the vessel’s engine.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6254798,04-Aug-17,39.81619462,-75.38316222,"At approximately 0130 on August 4, 2017, the M/V OLUJA reported a loss of propulsion and subsequently anchored in the Delaware River without incident. Vessel lost all electrical power shortly thereafter and emergency generators automatically started and provided emergency power to the vessel. While investigating the potential sources that caused the vessel's complete loss of propulsion and ship service power, the OLUJA's engineering team discovered a significant amount of water (3 MTs) in the vessel's port side fuel oil storage tank. After draining their service day tank and isolating the contaminated port side fuel oil storage tank, the OLUJA engineering shifted to the starboard fuel oil storage tank to fill their day tank. Once completed, both the main engines and ship service generators were restarted successfully. The source of the water in the port side fuel oil storage tank was never determined by the USCG investigation team that went aboard the day of the casualty. The drawings of the fueling system and vessel's arrangements provided by the ship's engineering department were of very poor quality. The port side fuel oil tank shares a common boundary with the hull of the ship, and water pipes also run through the tank, but after numerous soundings of this tank were taken over the course of days, no change in liquid level of this tank was found. After receiving the class report from Bureau Veritas's investigation into this matter, the OLUJA's chief engineer's final report to the USCG stated that the cause of water ingress into the port side fuel oil storage tank was due to a faulty gasket in a man-sized ullage opening on top of the tank. The USCG has no means to verify this claim and cannot definitely state what we believe the primary casual factor(s) that introduced such a significant amount of water into the vessel's fueling system. and caused this propulsion and power failure. 26Oct17 - Received the vessel operator's final report of the incident (see evidence #..009). They maintain that the route of water ingress into the fuel supply was due to a faulty manhole gasket on top of the port fuel oil storage tank.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6299582,02-Nov-17,39.50684947,-75.55444336,"At approximately 2042 EST on October 31, 2017 the M/T EAGLE AUSTIN, a Singapore flagged tank ship, was forced to secure its main engine (M/E) in order to prevent a loss of propulsion during its outbound voyage down the Delaware River/Bay. The M/E jacket cooling water temperature alarm for the M/E sounded at 2011 and consequently resulted in a slow down alarm. The alarms alerted the engineering crew to discover a jacket cooling water leak on the number 2 cylinder head. The vessel anchored in the channel at 2033 in order to secure its main engine to take the number 2 cylinder out of operation. By 2312 the temporary repairs were completed and the vessel was underway to Breakwater Anchorage with a tug assist, as directed by COTP. Vessel remained at Breakwater Anchorage to effect permanent repairs and stood by to have a Classification surveyor verify repairs and proper operation of M/E. At approximately 1245 on November 01, 2017 an ABS surveyor attested to completion of permanent repairs and M/E operation. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was a material failure in the #2 cylinder head jacket liner. The crack in the #2 cylinder head jacket reduced the amount of cooling water available and caused the jacket water temperature alarm to sound. Subsequently, the vessel’s crew intentionally shut down the main engine to prevent any additional damage to the main engine. The casual factor contributing to this incident includes 1) a failure of the jacket liner.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6323113,12-Dec-17,39.06781667,-75.17661667,"At approximately 2345 EDT on December 10th, 2017 the M/T FREJA HAFINA, a Panamanian flagged tank ship, lost steering during its outbound voyage down the Delaware Bay. The vessel was alerted to a failure of the steering gear’s #1 electrical motor when low voltage alarm for the motor sounded in the Engine Control Room and the Bridge. Concurrently, the malfunction of the steering gear’s #1 motor caused the associated over current protection device to go offline rendering the #1 control system for the bridge inoperable. Despite having an operable second motor the vessel’s rudder was stuck at five degrees port. In order to prevent the vessel from running aground the master of the vessel order the use of the vessel’s installed emergency steering system. Once, the vessel was back on course the vessel switched the helm to the #2 control system and anchored the vessel at Big Stone Anchorage. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the failure of the steering gear’s #1 motor and concurrent loss of the #1 steering controls. This failure resulted in the vessel’s rudder being stuck at five degrees port for approximately five minutes. The causal factor contributing to this incident includes 1) a malfunction of the #1 motor 2) failure to follow policy directing crewmembers to switch to the #2 controls system once a steering failure had occurred.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6332249,29-Nov-17,39.71954761,-75.52281458,"On November 29, 2017 at approximately 0412, the M/V CHIQUITA TRADER departed Port of Wilmington docks in Delaware enroute to sea under command of the docking pilot. At approximately 0427, the docking pilot ordered the main engine dead slow ahead but the engine failed to respond to commands. Vessel subsequently returned to dock via tug assistance w/out incident to investigate source of problem. The vessel's engineering team isolated the source of the problem as a faulty solenoid valve (49HD) in the vessel's primary control air system for the main engine. Faulty valve was replaced, and vessel proceeded to sea and successfully conducted power trials without further incident. As a result of this investgiation, the Coast Guard determined that he intitiaing event for this casualty was a failure of the MDE to respond to commands. The causal factor that contributed to this casualty was the faulty solenoid valve in the vessel's primary air control system.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6340936,21-Jan-18,38.84617434,-75.14726257,"While transiting up the Delaware Bay at approximately 0120 EST on January, 21st 2018, the Hong Kong flagged freight ship HONGXIN OCEAN suffered a loss of maneuverability. In an attempt to stop the vessel the pilot on board ordered the vessel to deploy its port anchor which failed causing a loss of the port anchor. Following the loss of the port anchor, the vessel’s pilot ordered the starboard anchor to be deployed, which successfully stopped the vessel. It was discovered that the control air receivers did not have enough air pressure to start the engines in astern propulsion because the compressors for the air receivers were in manual mode. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was a loss of control air pressure. With the air receiver’s compressors in manual mode once the receivers lost pressure there were no means to automatically refill the receivers. Once the vessel’s speed went below two knots, the vessel’s pilot did not have enough movement over the vessel’s rudder to steer the vessel. Subsequently, the port anchor was deployed losing the anchor and all twelve shots of chain. Evidence of heavy weather damage was found in the vicinity of the anchor winch and may have contributed to the loss of the vessel’s port anchor. The casual factor contributing to this incident was human error.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6343662,16-Jan-18,38.98833333,-75.14666667,"While transiting up the Delaware Bay at approximately 2038 EST on January, 16th 2018, the Netherlands flagged freight ship QAMUTIK, suffered a loss of propulsion. The vessel’s crankcase oil mist detector received an alarm which automatically shuts down the vessel main engine. The vessel dropped anchor before restarting the main engine at approximately 2100. As directed by the Captain of the Port, approximately 2112 the vessel anchored at Breakwater Anchorage. The vessel remained at Breakwater Anchorage to effect repairs and stood by to have a Classification surveyor verify repairs and proper operation of M/E. The vessel’s class society and crew established that the sensor within the oil mist detector had condensation of water on the sensor. The sensor’s specification stated that the sensor could function within high humidity environments, but was untested with condensation of water. The vessel’s crew cleaned condensation from the oil mist detector’s brass sensor. Once these corrections were taken, the oil mist detector operated properly and no further shutdowns or crank case oil mist detector alarms occurred. In addition, it was found that the vessel had followed the all required maintenance of the defective sensor. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was a malfunction within the vessel’s oil mist detector sensor. In the presence of condensed water the oil mist detector falsely alarmed for high oil mist which shuts down the vessel’s main engine. The casual factor contributing to this incident include 1) excesses presence of water vapor within the oil mist detector.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6359724,21-Feb-18,39.7394508,-75.49230194,"While transiting from Wilmington, DE down the Delaware Bay at approximately 0035 EST on February 21st, 2018, the Malta Flagged freight ship DACC ADRIATICO discovered that vessel’s #1 and #4 cylinders on the main engine exhaust gas temperature had a deviation from the other four cylinders. When the crew attempted to increase the main engine’s revolutions per minute (R.P.M.) the engine did not respond. The vessel anchored approximately one-mile north of Wilmington, DE to effect repairs. The vessel’s crew replaced the fuel oil suction valves located on cylinders #1 and #4 and conducted a satisfactory test of the vessel’s main engine. The vessel’s class society and crew established that a malfunction to the #1 and #4 fuel oil suction valve was the likely cause of the deviation of the engine’s exhaust gas temperatures. After the repairs were completed the vessel’s classification society issued a requirement for the vessel’s main engine to be tested at the vessel’s next port. A review of the vessel’s maintenance program and records show that the fuel oil suction valves for the engine’s cylinders is be overhauled every 4,000 hours. The valves in question were first overhauled on the 15th of February 2018 when the vessel had approximately 8,200 hours on the main engine. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was a malfunction within the #1 and #4 fuel oil suction valves which restricted the flow of fuel oil to the #1 and #4 cylinders. The casual factor contributing to this incident include inadequate maintenance.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6375111,16-Mar-18,39.836,-75.358,"At approximately 0245 on March 16, 2018, the STRATEGIC ALLIANCE experienced a loss of propulsion and electrical power and while transiting outbound on the Delaware River just north of the Commodore Barry Bridge. The vessel dropped anchor in channel without incident and began investigating the cause of the blackout. Clogged cooling water strainers were identified by the vessel's engineering team and once cleared, vessel regained propulsion and generator power. There were no injuries or damage as a result of the casualty. As a result of this investigation, the Coast Guard has determined that the initiating event for this casualty was the loss of propulsion and electrical power. The casual factors that contributed to this casulaty include: (1) a significant amount of debris in the Delaware River; and (2) clogged water cooler strainers for the jacket water cooling system associated with the generator and main diesel engines.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6465492,03-May-18,39.74435,-75.48718333,"On 02 May 2018, the foreign flagged bulk carrier the ADAM ASNYK, was underway transiting up the Delaware River toward Camden, NJ. At approximately 2329 the vessel lost propulsion and attempted over the course of 20 minutes to restart the main engine. At approximately 2055 the vessel's main engine restarted and the vessel proceeded under its own power to Marcus Hook Anchorage. As a result of this investigation, the Coast Guard has determined that the initiation event for this casualty was the loss of propulsion. The causal factors that contributed to this casualty include: (1) the loose digital processing units within the main engine control box and (2) the vessel's lack of mechanical local main engine controls.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6526670,26-Jul-18,39.90819235,-75.13101184,"On 26 July 2018, at approximately 1442, the RORO vessel GOLIATH LEADER was getting underway from Packer Ave Marine Terminal outbound the Delaware River when the #2 diesel generator DG2 valve malfunctioned causing the engines over speed to trip to activate shutting the engine down. Subsequently the electrical load shifted to the #3 diesel generator which then overloaded, tripping the electrical load offline which caused the vessel to lose electrical power and propulsion. The vessel was returned to the pier by the assist tugs that were on scene. As a result of its investigation, the Coast guard has determined that the initiating event for this casualty was the malfunctioning of the #2 generator DG2 valve. This was followed by a loss of electrical power and propulsion. The causal factors that contributed to this casualty include: (1) the #2 generator DG valve was faulty. (2) Vessel not constructed with load shedding capabilities.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6534292,06-Sep-18,39.42006506,-75.5173645,"At approximately 0006 on September 4th, 2018 the container carrier CAP ROCA lost propulsion. The vessel was underway heading towards the Marcus Hook Anchorage when they lost fuel pressure on their main diesel engine. The engine subsequently slowed and stalled causing a loss of propulsion. The vessel was able to use its steering gear and its way on to stay in the channel. They were traveling at about 13 knots when they lost propulsion. At 0021, 15 minutes after the original casualty, the same day the vessel was able to regain propulsion by bypassing their automatic fuel filter system. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was temporary loss of propulsion.The causal factors that contributed to this casualy include: (1) a failure of the automatic fuel filter selection valve.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6534808,07-Sep-18,39.63666667,-75.57333333,"On 06SEP18, the M/V ANGOL was departing the Port of Wilmington transiting on the Delaware River when the vessel experienced a loss of power in the vicinity of Marcus Hook anchorage. The vessel experienced a power blackout and additionally the vessel lost all propulsion. The vessel conducted emergency anchoring procedures and managed to anchor at Marcus Hook Anchorage, Marcus Hook, PA. The Chief Engineer determined that the vessel's #1 fuel feeder pump was not operating properly and had to manually energize the vessel's #2 fuel feeder pump due to a faulty pressure switch preventing the #2 pump from automatically starting. Once the #2 fuel feeder pump was energized the ship's main power and propulsion were restored and the vessel was operating normally. As a result of the investigation, the Coast Guard determined that the initiating event for this casualty was the loss of power and propulsion. The causal factors that contributed to the casualty include: (1) The vessel’s fuel strainer was found to be dirty and prevented the proper flow of fuel to the vessel’s main engine and generators, (2) the vessel’s pressure switch failed due to a burnt o-ring/gasket in the switch. The pressure switch allows the auto start of the auxiliary pump upon detection of pressure loss which failed to occur. The pump had to be manually started by the Chief Engineer once the problem was discovered.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6557346,09-Oct-18,39.88179815,-75.18331146,"At approximately 1915 EST on 05 October, 2018 the bulk carrier SINGELGRACHT lost propulsion. The vessel lost power and deployed its anchor to station keep in the channel. The vessel was without power for approximately 10 minutes until tug assist arrived on scene and assisted the SINGELGRACHT to anchorage #10. While at anchor the ships crew started to troubleshoot the main diesel engine problem. They determined that the vessel lost propulsion due to the oil mist detection system activating. As a result of the investigation, the Coast Guard has determined that the initiating event for this casualty was the loss of the ships MDE. The causal factors that contributed to this casualty include: (1) improper maintenance on the #3 cylinder, the #3 cylinder head had been removed and jacket water leaked into the cylinder. When the vessel got underway the water and oil emulsified causing the oil mist detection system to activate which in turn shut down the main diesel engine. The next day the SINGELGRACHT changed the oil in its main diesel engine and conducted a test run at the pier for an hour. The operational test was sat. The attending class surveyor agreed with the repairs and was satisfied with the condition of the engine.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6598138,15-Dec-18,39.59516544,-75.56164519,"At approximately 1418 EST on December 11, 2018 the cargo vessel DOLE HONDURAS suffered a loss of propulsion. They were transiting northbound in the Delaware River bound for Wilmington DE when their high jacket water temperature alarm sounded in the engine room. The Master and the Pilot decided to divert the vessel to a location just north of Anchorage No. 5 where there was safe water and they could affect repairs. While troubleshooting, the vessel's engineers determined that the jacket water coolers had been clogged with debris and were not allowing water to flow through them to cool the engine. RINA conducted a class survey which concluded that the cause of the loss of propulsion was clogged jacket water coolers. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the high jacket water temp alarm due to the clogging of the jacket water coolers by debris picked up in the Delaware River. The casual factors that contributed to this casualty include: (1) high amounts of debris present in the Delaware River. (2) the restriced water flow due to clogged jacket water coolers.","Marine Casualty, Reportable",Data Collection,Routine,Routine,No,No
6624746,12-Feb-19,39.80907227,-75.39656647,"On 06FEB19 at approx.. 1130, the M/V EMS TRADER a Portugal flagged container vessel was transiting on the Delaware River to Penn Terminal located in Chester, PA when the vessel suffered a loss of power, steering, propulsion and touched the bottom when attempting to conduct emergency anchoring operations. While transiting, the K21 time delay relay located in the emergency generator switchboard compartment on the emergency distribution system failed and triggered the main power transfer breaker to trip. Normally, the time delay ensures that the emergency generator auto-starts with a short delay to ensure that both the main power and the emergency power are not operating simultaneously; however, the emergency generator failed to auto start and the crew had to start it manually. Since the generator did not start, emergency power was not provided to the steering, main engine digital governor and bow thrusters causing a loss of power, steering and propulsion. The Captain then ordered the emergency lowering of the starboard anchor. While lowering the anchor the vessel briefly touched bottom. Once anchored the crew was able to manually start the emergency generator and determined that the k21 time relay failed. The crew replaced the relay and upon replacement the ships main power, propulsion and steering were returned. As a result of the investigation, the Coast Guard determined that the initiating event for the casualty was the loss of electrical power and propulsion. The causal factors for the incident include: (1) failure of the K21 time delay relay causing a disruption in the vessel’s main power systems and ultimately caused the vessel to lose power, steering and propulsion. (2) the lack of inspection, testing replacement/maintenance of the time delay relays.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6660889,10-Apr-19,39.66666667,-75.53166667,"While transiting outbound the Delaware River at approximately 1135 EST on April 10th, 2019, the Danish flagged container ship OLIVIA MAERSK suffered a loss of propulsion. Operating on the vessel’s emergency generator the vessel steered to the side of the channel and anchored. Shortly after anchoring the vessel’s emergency generator failed. It was discovered that the fuel being used by the vessel was contaminated by water causing the main engine and generators to lose combustion. In addition the vessel’s emergency generator #1 cylinder had a material failure which subsequently caused a loss of cooling water pressure and lube oil pressure causing the generator to shut down. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was water in the fuel causing the vessel’s main engine and generators to loose combustion. The secondary event of loss of power in the ships emergency generator was caused by a failure of the generators #1 cylinder. The casual factor contributing to the first incident includes 1) Water contaminated fuel. 2) Inadequate checks of the vessel's fuel tanks for contaminates. The casual factors contributing the second incident includes 1) Material failure of the generator's #1 cylinder. 2) Maintenance and checks of emergency generator were inadequate to detect/prevent a failure.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6753457,17-Jul-19,39.85366854,-75.24167633,"On 15JUL19,the M/V ANDES was transiting outbound on the Delaware River enroute to Costa Rica when the vessel lost electrical power and subsequent main propulsion. The vessel's #1 and #2 generators were operating in parallel mode when the vessel's #1 generator lost the load. The #2 generator began to take the load over and the #1 generator went off line. The #2 generator was unable to keep up with the full electrical load of the vessel and went off line causing the vessel to lose all electrical power and main propulsion. As a result of the investigation, the Coast Guard determined that the initiating event for the casualty was material failure of the #1 generator. The causal factors for the incident include: (1) The #1 generator’s fuel injection/delivery pumps were acting sluggish and were clogged; (2) the lengthy intervals for maintenance and inspection of fuel deliver systems, previous history of incidents of fuel leaks and required overhauls of other generators, and the lack of oversight by the owner and operators.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6761968,25-Jul-19,39.8998,-75.1332,"At approximately 0622 EST on 24 July, 2019 the container vessel OLGA MAERSK’s main diesel engine failed to engage from the bridge. Minutes before the engine failed to engage the vessel had departed its berth at Packer Marine Terminal with tugs assisting it. The crew was able to regain control of the engine using local controls in the engine room. The vessel was directed by the Coast Guard to anchor at the nearest anchorage so that Class could attend the vessel. Class determined that the vessels engine control automation system failed, but that the vessel was safe to transit to its next port of call with a manned engine room. Technicians will attend the vessel at its next port of call. As a result of its investigation the Coast Guard has determined that the initiating event for this casualty was the failure of the vessels control automation system located on the bridge.","Marine Casualty, Reportable",Data Collection,Routine,Routine,No,No
6775970,07-Aug-19,39.71683333,-75.52148333,"On 02AUG19 at approx. 0920, the M/V BRAHMAN EXPRESS a Luxembourg flagged livestock vessel was conducting mooring operations at the Port of Wilmington on the Delaware River located in Wilmington, DE when the vessel lost propulsion control. While mooring, the Docking Pilot requested dead slow astern propulsion. The vessel’s Chief Mate put the engine order telegraph (EOT) to dead slow astern and the vessel’s engine did not respond. The Mate put the EOT to stop position and attempted to go dead slow astern again and the engine dropped from 26RPM to 0 RPM. An assist tug was able to come alongside and moor the vessel without incident. As a result of the investigation, the Coast Guard determined that the initiating event for the casualty was the failure of the start air system. Upon losing start air pressure, the vessel was unable to restart the engine to go dead slow astern. Once the start air pressure increased, the vessel was able to go ahead and astern without losing control when conducting testing once moored at the dock. The causal factors for the incident include small start air system for size of vessel, improper control air setting and possible confusion of EOT commands that depleted the air system of air.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6846242,30-Oct-19,39.72057212,-75.52388763,"On October 29, 2019 at approximately 2145, the M/V DVADESTPRVI MAJ was preparing to get underway from Wilmington Terminal in Wilmington, DE, when the vessel experienced an equipment failure. The vessel was pulled off of the pier by assist tugs and the pilot ordered the vessel to slow ahead. The main engine failed to start after several attempts and was returned to the pier by the assist tugs. After investigation by the crew it was discovered that the #2 starting air valve gasket ruptured causing air to escape the starting air system. As a result of it's investigation, the Coast Guard has determined that the initiating event for this casualty was the failure of the #2 starting air valve gasket.","Marine Casualty, Reportable",Data Collection,Routine,Routine,No,No
